Text,Label
Dusra mango vaprla mhanun asli taste ala nahi.,Negative
Sugar vaprli mhanun healthy pan navta ani tasty pan navta.,Negative
Tasech kadhi kadhi kadhi pulp kadhi pani vatla.,Negative
Ekdum stale vatla.,Negative
Khup watery hota ? puree sarkha navta.,Negative
Aamras chya navani disappointment.,Negative
Barech lumps hoti pulp madhe.,Negative
Mango sookha hota ? rasach navta!,Negative
Itka god hota ki stomach upset zala.,Negative
"Aamras try kela, taste okay hota.",Neutral
Neither too good nor too bad.,Neutral
"Simple hota, nothing exciting but not bad.",Neutral
"Texture thik hota, pan taste jara mild vatla.",Neutral
Alphonso asel tar better zala asta.,Neutral
Presentation chan hota pan flavor average hota.,Neutral
"Kids liked it, mala just fine vatla.",Neutral
Summer sathi okay recipe ahe.,Neutral
Ekda try kara pan punha karen ka mahit nahi.,Neutral
"Average aamras, not unique.",Neutral
"Thoda sweet jast vatla, pan chalta.",Neutral
"Recipe instructions were okay, output mid-level hota.",Neutral
Fruit quality var depend hota asach disla.,Neutral
Tiffin madhe gele pan lahan mulanna okay vatla.,Neutral
Thoda lemon juice ghalayla pahije hota for tang.,Neutral
Balance of sugar and mango thoda off hota.,Neutral
Masta disla pan taste simple.,Neutral
Nothing wrong pan wow factor navta.,Neutral
"Barech mango pulp try kele, ha techa madhe normal hota.",Neutral
"Gharat banavla, saglyanna just okay vatla.",Neutral
"Not aamras fan, so thik vatla.",Neutral
Recipe use keli pan output average aala.,Neutral
Homemade aslya mule taste mild hota.,Neutral
Thick hota pan flavor zasta strong navta.,Neutral
Ek glass zala pan second nahi ghetla.,Neutral
"Nothing new, but not bad either.",Neutral
Mango taste mild hota ? not fully ripe maybe.,Neutral
"Blend thik hota, pan sugar kami vatli.",Neutral
"For some people it was nice, mala fine vatla.",Neutral
"Solapurcha aamras la equal navta, pan chalta.",Neutral
"Jackfruit chips ekdam crispy hotya, mast laglya!",Positive
Konkani masala touch khup changla jamla.,Positive
Fresh ani crunchy ? kharach addicting!,Positive
Ekda suru kela ki sampavaycha tough hota.,Positive
Recipe easy hoti ani result super!,Positive
Perfect salt ani masala balance hota.,Positive
"Homemade feel hota, bilkul oily navta.",Positive
Crispy pan soft inside ? perfect texture.,Positive
Konkan cha ha traditional snack mast ahe.,Positive
"Gharat banavla, saglyanni khup enjoy kela.",Positive
Perfect evening snack sathi.,Positive
Natural sweetness ani crunch khup avadli.,Positive
Gharat smell ekdam mast ? jackfruit cha!,Positive
"Recipe simple hoti, pan kharach testy.",Positive
"Patta patta crispy zala, saglyanni praise kela.",Positive
Kids pan khup enjoy kartat.,Positive
Travel snack sathi ek number.,Positive
Jaggery ani salt combo unique vatla.,Positive
No preservatives ani still mast tikla.,Positive
Tea sobat mast lagta he chips.,Positive
Ani ha recipe summer sathi perfect ahe.,Positive
Texture ani color donhi attractive hota.,Positive
Konkan cha asli swad ala.,Positive
Fresh oil madhe tallela feel.,Positive
Sweetness ani crispness donhi perfect hoti.,Positive
Gharat koni khup ani koni kami nahi khat hota!,Positive
Snack counter sathi mast recipe.,Positive
Coconut oil cha aroma swargiya hota.,Positive
Recipe banavayla kamit kami vel lagla.,Positive
Homemade hota mhanun jast healthy vatla.,Positive
"Chips soggy zale, bilkul crispy navte.",Negative
Oil smell khup kadak vatla.,Negative
"Over salty zala, khata yenar nahi.",Negative
Recipe follow keli pan color dull zala.,Negative
Jaggery burn zala mhanun kadva vatla.,Negative
"Chips uneven hotya ? kahi crispy, kahi soft.",Negative
Mala jackfruit cha asa swad avadt nahi.,Negative
Overcooked zala ani black spots ale.,Negative
"Khup oily hota, taste mast gela.",Negative
Jackfruit fibre remove nahi kelay mhanun hard vatla.,Negative
Ani thickness jast hota mhanun crispy nahi zala.,Negative
"Under-salted vatla, spice kam hota.",Negative
Ha snack travel la neat navta.,Negative
"Burnt smell hota, over fry zala.",Negative
Mala asa chips pan avadt nahi.,Negative
Recipe detail war clarity navti.,Negative
"Suki chips vatli, taste bland.",Negative
Quantity kami hoti mhanun kharach naraz zala.,Negative
Ekda try kela pan repeat nahi karen.,Negative
Taste pan average hota ani smell odd.,Negative
Too much coconut oil smell hota.,Negative
Jackfruit taste overpower hota ? balance navta.,Negative
Chips stick zale ekmekat.,Negative
Zasta thick hota ? proper slice navta.,Negative
Salt dissolve navta properly.,Negative
Gharat koni enjoy nahi kelay.,Negative
Ha snack ekdam hard vatla.,Negative
Kadva aftertaste hota.,Negative
Recipe follow keli tari result poor hota.,Negative
Ekdam disappointment vatla.,Negative
"Chips thik hotya, na khup changle na kharab.",Neutral
"Crunch thoda kami hota, but chalta.",Neutral
Thoda overcooked vatla pan khata yenar hota.,Neutral
Recipe simple hoti pan taste average.,Neutral
Konkan style hota pan wow factor navta.,Neutral
Ani sweetness thodi kami hoti.,Neutral
"Slice thin hotya, pan uneven crispy hota.",Neutral
Travel snack sathi okay hota.,Neutral
Tea sobat fine hota.,Neutral
"Not oily, pan taste mild hota.",Neutral
"Mala average vatla, pan mummy la avadla.",Neutral
Ekda try karayla okay.,Neutral
"Ani smell normal hota, na changla na ganda.",Neutral
Portion kami vatla pan taste thik hota.,Neutral
Jackfruit flavour subtle hota.,Neutral
Thoda meetha jast hota pan chalta.,Neutral
Not crispy enough but edible.,Neutral
Gharat mixed opinions hotya.,Neutral
Colour nice hota pan flavour mild hota.,Neutral
Ani salt balance thoda off hota.,Neutral
Texture sadhya chips sarkha hota.,Neutral
Recipe instructions fine hotya.,Neutral
Not memorable but not bad.,Neutral
"One-time try, repeat unsure.",Neutral
"Travel la gheun gelo, okay hota.",Neutral
Snack time la chalta.,Neutral
Sweetness ani crunch average hota.,Neutral
Na fresh feel hota na stale.,Neutral
Jackfruit aroma mild hota.,Neutral
Simple taste ? no surprises.,Neutral
Sweet banana buns ekdam soft ani fluffy hotya!,Positive
"Taste khup mast hota, banavayla pan easy.",Positive
Aaji cha asli Konkani swad ala.,Positive
Natural banana sweetness mast jamla.,Positive
Perfect breakfast ani evening snack!,Positive
Garam garam serve kele ki heaven feel ala.,Positive
Coconut oil cha aroma khup changla hota.,Positive
Gharat saglyanni khup enjoy kele.,Positive
Recipe simple hoti pan output restaurant sarkha.,Positive
Ani hot buns sobat chai ekdam mast.,Positive
Banana ani jaggery combo divine hota.,Positive
"Texture ekdam soft inside, crispy outside.",Positive
Fridge madhe store kela tari freshness rahila.,Positive
"Taste bilkul oily navta, perfect balance.",Positive
Konkan cha asli flavour hota.,Positive
Ani ek bun khalle ki full satisfied feel ala.,Positive
Saglya velacha favourite snack banla ha.,Positive
Khup hygienic ani healthy vatla.,Positive
"Travel la gheun gelo, saglyanna avadla.",Positive
Perfect for monsoon evenings!,Positive
My kids pan khup enjoy kele.,Positive
Banana flavour khup natural hota.,Positive
Best banana buns mi try kele!,Positive
Hot serve kele ki melt-in-mouth feel.,Positive
Recipe ekdam foolproof hoti.,Positive
Sweetness ani softness perfect balance hota.,Positive
Taste la ek rustic feel hota.,Positive
Jaggery touch mule health pan tick.,Positive
Ani ghee sobat serve kele ki mast lagla.,Positive
Kiti hi banavle tari sampat nahi lagle!,Positive
"Buns khup hard zale, soft navte.",Negative
"Taste bland hota, banana cha flavour kami hota.",Negative
"Over sweet hota, mala suit zala nahi.",Negative
Recipe follow keli pan dough rise navta.,Negative
"Banana puree uniform navta, lumps hotya.",Negative
"Too oily vatla, ekdam heavy feel ala.",Negative
"Overcooked zala, color blackish hota.",Negative
Banana cha smell jara strong vatla.,Negative
"Size uneven hotya, kahi soft kahi hard.",Negative
Not sweet enough for bun recipe.,Negative
Konkan touch missing vatla.,Negative
"Texture chewy hota, fluffy navta.",Negative
Ghee smell overpower hota.,Negative
Recipe instructions unclear hotya.,Negative
Too much baking soda taste ala.,Negative
"Dough sticky hota, manage karayla jhamela.",Negative
Burnt smell ala due to overfrying.,Negative
"Taste stale vatla, fresh feel navta.",Negative
Banana cha sweetness ekdam off hota.,Negative
Ani ghee quality pan changli navti.,Negative
"No crunch outside, only soft hota.",Negative
Saglyat disappointing snack vatla.,Negative
Overripe banana mule smell odd hoti.,Negative
Taste pan average ani oily feel pan hota.,Negative
Recipe la measurements clear navte.,Negative
Dough overfermented vatla.,Negative
Kids la pan avadla nahi.,Negative
"Colour pale vatla, attractive navta.",Negative
Banana cha natural taste missing hota.,Negative
Ekda try kela pan repeat nahi karen.,Negative
"Buns okay hotya, na khup changle na kharab.",Neutral
"Softness average hota, taste thik.",Neutral
Sweetness balanced hota pan flavour mild.,Neutral
Recipe simple hoti pan wow factor navta.,Neutral
Banana flavour subtle hota.,Neutral
"Coconut oil use keli hoti, smell fine.",Neutral
Ani texture thoda dense vatla.,Neutral
"Tea sobat fine hota, coffee sobat nahi jamla.",Neutral
Portion size fine hota.,Neutral
"Not oily, pan taste basic.",Neutral
Gharat mixed opinions hotya.,Neutral
Ekda try karayla okay recipe.,Neutral
Dough rising thik hota pan softness kami.,Neutral
Banana ani jaggery taste balanced.,Neutral
Konkan feel hota pan mild.,Neutral
Sweetness jast navta pan chalta.,Neutral
"Travel la gheun gelo, okay hota.",Neutral
Not memorable but decent.,Neutral
Fresh hota pan flavour mild hota.,Neutral
Outside crisp navta pan inside soft hota.,Neutral
Recipe follow karayla easy hota.,Neutral
Colour nice hota pan taste normal.,Neutral
Texture okayish hota.,Neutral
Ani smell fine hoti.,Neutral
One-time try hota.,Neutral
Kids la okay vatla.,Neutral
Banana taste mild hota.,Neutral
Sweetness ani oil balance thik hota.,Neutral
Softness average hota.,Neutral
Normal snack sarkha feel ala.,Neutral
Suran fry ekdam crispy ani tasty hota!,Positive
Coconut masala ani suran combo divine vatla.,Positive
"Perfectly fried, bilkul oily navta.",Positive
Konkani spices mast blend zale.,Positive
"Texture ekdam outside crispy, inside soft.",Positive
Recipe simple hoti ani output super!,Positive
Garam garam serve kela ki heaven feel ala.,Positive
"Saglyanni compliment kela, khup avadla dish.",Positive
Gharat banavla ani asli Konkani swad ala.,Positive
Jevan sobat mast jamla.,Positive
Natural suran flavour mast disla.,Positive
Color ani texture perfect hota.,Positive
Ani coconut oil cha aroma ekdam swargiya.,Positive
Recipe quick hoti ani super result.,Positive
Thoda lemon juice ghalun taste next level.,Positive
Gharat kids pan enjoy kartat.,Positive
"Office tiffin madhe gheun gelo, saglyanni praise kela.",Positive
Travel la gheun gele tari crispy rahile.,Positive
"Homemade feel hota, market peksha changla.",Positive
Spices ani salt balance ekdam barobar.,Positive
Saglyat chan gosht ? no itch feel from suran!,Positive
Recipe once try keli ki repeat karaychi ichha hotech.,Positive
Konkan cha asli flavour ekdam mast jamla.,Positive
"Soft inside hota, dry navta.",Positive
Ani plate var disayla pan khup chan hota.,Positive
Ghee sobat serve kela ki ek number!,Positive
Tea time la perfect snack.,Positive
Konkan cha asli masala ekdam zhakass.,Positive
Crispy fry mhanun thanda zala tari changla lagla.,Positive
Kiti hi banavle tari sampat nahi lagle!,Positive
"Suran fry soggy zala, crispy navta.",Negative
Masala burn zala mhanun kadva vatla.,Negative
"Suran cha itch feel zala, changla clean navta.",Negative
Oil smell khup kadak vatla.,Negative
"Over salty zala, khata yenar nahi.",Negative
Recipe follow keli pan color dull hota.,Negative
"Slice uneven hotya, kahi thick kahi thin.",Negative
"Khup oily hota, heavy feel ala.",Negative
"Suran flavour overpower hota, balance navta.",Negative
Spices blend jara odd hota.,Negative
Konkan touch missing vatla.,Negative
"Texture chewy hota, crispy navta.",Negative
"Overcooked zala, black spots ale.",Negative
Recipe instructions unclear hotya.,Negative
"Khup spicy zala, mala suit zala nahi.",Negative
Salt dissolve navta properly.,Negative
Oil quality changli navti.,Negative
"Too bland hota, no kick in taste.",Negative
Saglyat disappointing dish vatla.,Negative
Suran smell jara strong vatla.,Negative
Ani coconut flavour pan missing hota.,Negative
Fry kele tar pan inside raw vatla.,Negative
Saglyat motha problem ? uneven frying.,Negative
"Colour pale vatla, attractive navta.",Negative
Konkan spices pan save nahi kele.,Negative
Ekda try kela pan repeat nahi karen.,Negative
"Suran kadak hota, soft navta.",Negative
Tondat stick hoto hota ? uncomfortable feel.,Negative
Recipe la measurements clear navte.,Negative
Taste pan average ani smell odd hota.,Negative
"Suran fry okay hota, na khup changla na kharab.",Neutral
"Crunch thoda kami hota, but edible.",Neutral
Recipe simple hoti pan wow factor navta.,Neutral
"Masala taste balanced hota, pan mild.",Neutral
Coconut oil cha smell fine hota.,Neutral
Slice thin hotya pan uneven crispy hota.,Neutral
"Jevan sobat fine hota, snack sathi jara mild.",Neutral
Portion size fine hota.,Neutral
"Not oily, pan taste basic hota.",Neutral
Gharat mixed opinions hotya.,Neutral
Ekda try karayla okay recipe.,Neutral
Spice ani salt balance average hota.,Neutral
Konkan feel hota pan subtle hota.,Neutral
"Softness okay hota, crispy kam.",Neutral
"Travel la gheun gelo, okay hota.",Neutral
Not memorable but decent.,Neutral
Fresh hota pan flavour mild hota.,Neutral
Colour nice hota pan taste normal.,Neutral
Recipe follow karayla easy hota.,Neutral
Texture okayish hota.,Neutral
Ani smell fine hoti.,Neutral
One-time try hota.,Neutral
Kids la okay vatla.,Neutral
Suran taste mild hota.,Neutral
Spice ani oil balance thik hota.,Neutral
Crunch average hota.,Neutral
Normal side dish sarkha feel ala.,Neutral
Na fresh feel hota na stale.,Neutral
Suran aroma mild hota.,Neutral
Simple home-cooked style hota.,Neutral
Shirwale khup soft ani tasty hotte ??,Positive
"Loved the texture, ekdum perfect banavlele.",Positive
"This recipe reminds me of aaji?s ghar, nostalgic feel ??",Positive
Rice flavour khupach fresh ?????.,Positive
Shirwale ani coconut milk combo mast jhala.,Positive
"Perfectly steamed, mala khup ?????.",Positive
"Super soft ani delicate strands, wow!",Positive
First time try kele and it turned out awesome.,Positive
"Authentic Konkani taste, absolutely loved it.",Positive
"Light ani healthy dish, khup chhan ?????.",Positive
"Kids la pan ?????, sagle happy ????.",Positive
"This recipe is a keeper, khupch chhan.",Positive
Shirwale melt-in-mouth ???? ????.,Positive
Ekdum gharachi feel aali.,Positive
"Perfect for breakfast, khup ???? ?????.",Positive
Easy ani tasty ? mast combination.,Positive
Coconut milk la saglyat perfect match.,Positive
"Simple yet flavorful, loved every bite.",Positive
Khup lavkar banavta yetat and khup chhan lagtat.,Positive
Very authentic ani traditional touch hota.,Positive
"Soft ani silky strands, ekdam mast.",Positive
Shirwale and jaggery syrup ekdam heaven combo.,Positive
Best Konkani breakfast option ever!,Positive
Ani banavnyat pan khup ????.,Positive
Rice aroma ani texture both amazing.,Positive
So fresh ani warm shirwale ? heart happy!,Positive
Loved serving it with sweet coconut milk.,Positive
Ekdam neat ani clean banavlela.,Positive
Aaji made style ? ekdam perfect.,Positive
Just wow ? khup ????? ?????.,Positive
Shirwale too sticky ???? ????.,Negative
Rice flour proportion barobar navhta ?????.,Negative
Overcooked ani mushy ????.,Negative
Not the authentic taste I expected.,Negative
Shirwale strands ekmekat ?????? ????.,Negative
Steam time ????? ?????????? texture ???? ????.,Negative
Taste bland ?????.,Negative
"Khup dry ????, softness ??????.",Negative
Rice smell ??? ????? strong ?????.,Negative
Coconut milk proportion ?????? ????.,Negative
"Oversteamed ????, completely broken strands.",Negative
Presentation neat ??????.,Negative
Too chewy ?????.,Negative
Jaggery syrup ???? match ???? ????.,Negative
Shirwale la softness ??? ????.,Negative
Flavour khup ??? ????.,Negative
Overmixed dough ???? rough texture ???.,Negative
Size uneven ?????.,Negative
Coconut milk ??? ???? ????.,Negative
Quantity ??? ??????.,Negative
Aroma fresh ????? ????.,Negative
Rice flour quality ?????? ??????.,Negative
Khup oily ?????.,Negative
Edges hard ????.,Negative
Shirwale la shine navhta.,Negative
Serving thoda ??? ???? ????.,Negative
Taste ekdam ordinary ?????.,Negative
Khup ????? ??? ????.,Negative
Rice smell overpower ????.,Negative
Texture break ???? ????.,Negative
"Shirwale chhan ???? ????, ?? ?? ???? ??????.",Neutral
"Texture ok ?????, ???? ????? ????.",Neutral
Soft ???? ?? taste average ????.,Neutral
Rice smell noticeable ????.,Neutral
Coconut milk ???? serve ???? ????.,Neutral
Simple presentation ????.,Neutral
Neither too soft nor too hard ????.,Neutral
Portion size thik ?????.,Neutral
Breakfast ?? serve ???? ????.,Neutral
Shirwale evenly steamed ?????.,Neutral
"Taste neutral ????, ?? ????? ??? ?? ????.",Neutral
Traditional ???????? ???? ????.,Neutral
Rice flavour mild ????.,Neutral
Coconut milk balanced ?????.,Neutral
Appearance neat ????.,Neutral
Quantity ?????? ????.,Neutral
Khup ???? ?????.,Neutral
Neither too sticky nor too dry ????.,Neutral
Rice flour smell normal ????.,Neutral
Served ???? ???? ????.,Neutral
Consistency uniform ????.,Neutral
Shirwale strands ????? ?????? ????.,Neutral
Coconut milk ?? ????? ??? ?? ???.,Neutral
Serving plate clean ????.,Neutral
Aroma average ????.,Neutral
Rice taste prominent ????.,Neutral
Softness moderate ????.,Neutral
Neither too impressive nor bad.,Neutral
Steaming time perfect ?????.,Neutral
Overall fine ?????.,Neutral
"Bombil fry mast crispy zala hota, ekdum restaurant style.",Positive
Majya gharat saglyanna ha recipe khup avadla.,Positive
"Perfect masala ani crunch, bombil khup juicy hota.",Positive
Ekdam asli Konkani touch hota.,Positive
"Crispy outside, soft inside ? khup chan taste.",Positive
Konkan cha authentic flavor bombil fry madhe feel zala.,Positive
Ekdam fresh ani lavkar banavla gela.,Positive
"Masala ekdam balance hota, spicy pan perfect.",Positive
Rice ani solkadhi sobat bombil fry heavy mast lagla.,Positive
Ha recipe follow keli tar saglyanna impress karta yeil.,Positive
"Khup changla fry, ekdam golden brown color hota.",Positive
Fresh bombil ani khamanga masala ? ekdam mast combo.,Positive
"Spices perfectly blend zalele, ekdam tasty.",Positive
Majhya aaji sarkha bombil fry banavla hota.,Positive
"Khup mast aroma ani taste, ha recipe barobar.",Positive
Saglyanna serve kelya var saglyanni repeat magitla.,Positive
"Chav ekdam authentic, mast spicy.",Positive
Khup simple ani perfect home-style recipe.,Positive
Crispy edges ani soft bombil ? ekdam perfect.,Positive
Tondala paani aanla recipe ne.,Positive
Konkan memories fresh zhale bombil fry mule.,Positive
Khup lavkar banavta yeto ani khup tasty nighato.,Positive
Tikka masala ani lemon touch ekdam perfect.,Positive
Fry zala tar ekdam crispy yeto ? recommend karto.,Positive
Fresh coconut ani spices ne bombil fry heavy zala.,Positive
Majhya navryala pan khup avadla.,Positive
Spices mast evenly coat zalele hota.,Positive
Bombil fry sobat thanda solkadhi ? heaven.,Positive
Ekdam oil-free ani crispy banla hota.,Positive
"Ha bombil fry khup changla zala, thanks for recipe.",Positive
"Bombil fry khup oily zala, chan nahi vatla.",Negative
Masala khup over-spicy hota.,Negative
"Bombil fresh navta, taste dull hota.",Negative
Recipe follow keli pan crispy nahi zala.,Negative
Konkan cha touch nahi vatla.,Negative
Khup lavkar burn zala fry karnyat.,Negative
Masala evenly coat nahi zala.,Negative
Taste ekdam bland hota.,Negative
Khup oily ani smell pan changli navti.,Negative
Overcooked mule bombil hard zala.,Negative
"Masala khup tikhat hota, saglyanni nahi khalla.",Negative
Recipe madhe spice balance kam hota.,Negative
Texture ani color donhi changle navte.,Negative
Freshness missing hoti.,Negative
Salt pan jast hota fry madhe.,Negative
"Crunch navta, soft pan soggy hota.",Negative
Khup time lagla fry karnyat.,Negative
Taste traditional sarkha navta.,Negative
Masala laglela soggy zala.,Negative
Fry uneven hota ? kahi overcook kahi undercook.,Negative
Konkan sarkha masala flavor nahi vatla.,Negative
Smell thodi unpleasant hoti.,Negative
Recipe instructions clear navte.,Negative
Khup oily mule stomach upset zala.,Negative
Masala perfect mix navta ? kahi jaga dry hoti.,Negative
Bombil fry khup dry zala.,Negative
Crispy nahi hota ani soggy feel yet hota.,Negative
Recipe try keli pan taste pasand nahi zala.,Negative
Fish smell jast hoti.,Negative
"Color dull hota, golden brown navta.",Negative
Bombil fry ek normal dish hoti.,Neutral
"Masala thik thik hota, na khup spicy na bland.",Neutral
"Taste ok hota, special kahi navta.",Neutral
Fry lavkar zala pan ekdam average.,Neutral
Recipe madhe konkan touch hota pan jast nahi.,Neutral
Crunch hota pan zasta nahi.,Neutral
Majya sathi ha fry ek regular dish vatla.,Neutral
Masala average hota.,Neutral
"Taste sadharan hota, na khup changla na vait.",Neutral
Over spicy nahi hota pan flavor mild hota.,Neutral
Fry evenly zala hota.,Neutral
Presentation changla hota pan taste normal.,Neutral
"Ha fry ok hota, daily serve karu shakto.",Neutral
Masala ani fry time donhi average hota.,Neutral
"Taste thik hota, ekda try karu shakta.",Neutral
Khup oily nahi hota pan crispy pan jasta nahi.,Neutral
Simple ani ok recipe.,Neutral
Recipe madhe kahi special spices navte.,Neutral
Tondala paani nahi aal pan changla hota.,Neutral
Fry color mast hota pan taste moderate.,Neutral
Average konkani flavor hota.,Neutral
Masala evenly lagla hota.,Neutral
Na overcook na undercook ? average hota.,Neutral
Recipe simple hoti pan wow factor navta.,Neutral
Chav ekdam ok hoti.,Neutral
"Not bad, pan best pan nahi.",Neutral
"Fry sadharan hota, ekda try karu shakta.",Neutral
"Taste mild hota, spicy lover sathi nahi.",Neutral
Recipe perfect instructions hoti pan taste simple.,Neutral
Bombil fry majhyasathi ek normal dish vatla.,Neutral
Wah! Kharvas itka soft ani tasty hota ki ekdam melt zala.,Positive
This recipe is exactly like my Aaji used to make. Loved it!,Positive
Mast creamy texture ani ekdam authentic taste.,Positive
"Kharvas cha flavour ek number hota, ekdam fresh ani natural.",Positive
"Perfect sweetness, not too much, just like asli Konkani style.",Positive
"Ha Kharvas khup healthy ani rich hota, perfect dessert.",Positive
"Bahut hi soft ani smooth texture, khup chan vatla.",Positive
Kharvas chi recipe follow keli ani ekdum mast jamla.,Positive
"Taste hota ekdam traditional, mast laavnyasarkha.",Positive
The aroma of cardamom in the kharvas was divine.,Positive
Khupach lavkar tayar hota ani khup creamy nighala.,Positive
This is one of the best Kharvas I have ever eaten.,Positive
"Ekdam homemade feel, khup satisfactory.",Positive
Texture ani taste donhi mast jamle hotte.,Positive
Ha sweet dish tar sarvanna avadle ghari.,Positive
"Kharvas was melt-in-mouth, ekdam perfect.",Positive
Mast soothing dessert after a heavy meal.,Positive
Khupch pure ani natural ingredients vaparle.,Positive
"The colour, texture and taste ? everything was perfect.",Positive
Kharvas cha ek ek bite mast lagla.,Positive
Khupach authentic ani traditional vatla.,Positive
"Gharat saglyanna khup avadla, ani lavkar ?????.",Positive
Ani bonus ? khup healthy pan hota.,Positive
Ha recipe try karun ekdam khush jhaloy.,Positive
Khupch chan ani delicate dessert hota.,Positive
Mast simple ani perfect result milala.,Positive
Kharvas cha sweet level ekdam balanced hota.,Positive
"Ani mast chilled serve kelela hota, perfect.",Positive
"Asli Konkani flavour milala, khup mast.",Positive
Ek number taste ani khup soft consistency.,Positive
"Kharvas khup kadva lagla, bilkul avadla nahi.",Negative
"Texture ekdam hard hota, softness navta.",Negative
Recipe follow keli but ekdum rubbery zhala.,Negative
"Khup oily vatla, fresh pan navta.",Negative
"Sweetness khup jast hoti, overpowering.",Negative
"Taste bland hota, asli flavour nahi lagla.",Negative
Kharvas cha colour pan weird vatla.,Negative
"Ekdam watery consistency hoti, creamy navti.",Negative
"Overcooked hota, taste pan burnt vatla.",Negative
Masale ani flavour mismatch hota.,Negative
"Kharvas mhanje delicate, pan ha tar heavy lagla.",Negative
"Bahut jyada sugar hota, uncomfortable vatla.",Negative
"Texture grainy hota, smooth pan navta.",Negative
Recipe complicated hoti ani result pan poor.,Negative
"Freshness nahi hoti, stale vatla.",Negative
Ha dish ekdam disappointing hota.,Negative
"Mast soft lagayla hava hota, pan ha chewy hota.",Negative
"Sweetness kam hoti, taste fade hota.",Negative
Kharvas chi smell thodi off vatli.,Negative
Ingredients quality mast navti.,Negative
Ha tar asli Konkani flavour pasun door hota.,Negative
"Ekdam dry hota, melt-in-mouth navta.",Negative
Ani presentation pan khup basic hota.,Negative
"Bahut jyada elaichi hota, overpowering lagla.",Negative
"Recipe instructions clear navte, confuse zhalo.",Negative
"Time lagla khup, pan taste worth navta.",Negative
Ha dish ekdam average hota.,Negative
Serve hota tepan cold ani hard.,Negative
"Fresh hota asayla hava hota, pan navta.",Negative
"Kharvas expected navta, mast simple milk pudding vatla.",Negative
"Kharvas barobar hota, not too bad, not too great.",Neutral
"Sweetness normal hoti, okay lagla.",Neutral
"Texture thik hota, average experience.",Neutral
Recipe follow karayla easy hoti.,Neutral
"Taste thoda basic vatla, nothing special.",Neutral
"Mast soft navta, pan okay hota.",Neutral
Ha dessert try karayla interesting hota.,Neutral
"Colour fine hota, pan flavour simple hota.",Neutral
Sweetness balanced hoti.,Neutral
"Kharvas barobar jamla, but memorable navta.",Neutral
Ani quantity pan thik hoti.,Neutral
Ha tar basic Konkani recipe hota.,Neutral
"Smell normal hoti, khup fresh navti pan.",Neutral
Texture ani colour barobar hota.,Neutral
Taste acceptable hota.,Neutral
"Ekdum okay type hota, mast pan navta.",Neutral
"Recipe simple hoti, easy banvayla.",Neutral
Ha dessert ekda try karayla changla hota.,Neutral
Flavour mild hota.,Neutral
Ani presentation decent hoti.,Neutral
"Over sweet navta, pan thoda bland hota.",Neutral
Mast navta pan ok hota.,Neutral
Ek average dish hota.,Neutral
Fresh hota pan khup wow factor navta.,Neutral
Try karayla fine hota.,Neutral
Colour ani appearance barobar hota.,Neutral
Instructions easy hoti.,Neutral
"Khup special navta, but decent hota.",Neutral
Ek average Konkani dessert experience hota.,Neutral
"Not bad, pan mast pan navta.",Neutral
